video_id,video_title,video_url,type_name,cid,video_time,redis_task_id,is_download,add_time
51604271,【皮皮虾酱】《V字仇杀队》（燃向）混剪,https://www.bilibili.com/video/av51604271,影视|影视剪辑|经典,90322892,154,,f,2019/6/5
51604315,【日剧日影混剪】努力学习吧，为了成为了不起的大人,https://www.bilibili.com/video/av51604315,影视|影视剪辑|影视剪辑,90329608,276,,f,2019/6/5
51619333,【谷阿莫】2分钟看完世界结冰怎么办的故事《失陷一平米》,https://www.bilibili.com/video/av51619333,影视|影视杂谈|搞笑,90354562,119,,f,2019/6/5
51620788,男子可以听懂兽语，所有动物都来找它看病，人生巅峰指日可待,https://www.bilibili.com/video/av51620788,影视|影视杂谈|搞笑,90360314,298,,f,2019/6/5
51638855,【刘亦菲x新垣结衣】世界再大不过你我 凝视的微笑,https://www.bilibili.com/video/av51638855,影视|影视剪辑|影视剪辑,90376713,184,,f,2019/6/5
51646019,【1080丨隔壁老樊丨 你的姑娘】混剪不出爱情，只好混剪出这些情侣!,https://www.bilibili.com/video/av51646019,影视|影视剪辑|爱情,90404271,252,,f,2019/6/5
51649674,母狗误把一只幼狮当孩子，养到最后比自己都大，一部温情动物电影,https://www.bilibili.com/video/av51649674,影视|影视杂谈|影评,90375035,282,,f,2019/6/5
51663595,龙妈太惨了！把所有人都烧死算了！这绝对是剧情最迷的一集，权力的游戏第八季第四集吐槽,https://www.bilibili.com/video/av51663595,影视|影视杂谈|吐槽,90432986,189,,f,2019/6/5
51668981,小伙高考落榜，自己创办野鸡大学，差点把隔壁的百年名校淘汰！,https://www.bilibili.com/video/av51668981,影视|影视杂谈|电影剪辑,90428854,168,,f,2019/6/5
51672942,【饼干KISS】韩国网剧颠覆对吻戏的判断，颜值颇高推荐,https://www.bilibili.com/video/av51672942,影视|影视剪辑|爱情,90451375,78,,f,2019/6/5
51686858,蜘蛛侠2最新预告解析：复联4后，平行宇宙变成主攻方向？,https://www.bilibili.com/video/av51686858,影视|影视杂谈|漫威,90476316,276,,f,2019/6/5
